business_age,annual_turnover,monthly_profit,monthly_expenses,existing_loan_amount,employee_count,credit_score,gst_compliance_score,debt_to_income_ratio,years_with_bank,upi_transaction_volume,loan_approved
15,18871358,181294,438873,11384415,35,722,54,0.87,12,130274,0
19,7236779,660252,61039,14983759,260,709,86,0.4,10,2141967,1
19,14682101,156219,481347,3891582,235,837,86,0.42,4,1024510,1
15,44797171,587166,446097,7023814,249,770,98,0.63,12,537460,0
7,17296097,27809,344242,9936192,166,505,72,0.24,8,4350969,0
18,32416927,353809,270513,5033204,89,813,54,0.99,12,3323693,0
2,41552891,343722,477020,8912591,201,564,60,0.88,5,723975,0
19,44324725,546430,235178,4465624,154,540,79,0.85,5,1622039,0
19,32523558,422063,367119,12402665,220,707,54,0.1,2,3187969,0
15,46086103,666312,250572,957019,110,640,53,0.61,14,4178247,0
3,22926109,723838,294733,2591970,243,815,72,0.4,2,3904662,0
3,22614385,145227,529767,1131676,172,726,83,0.73,9,3366455,0
5,44029203,49675,541098,1608320,193,797,100,0.97,11,3467172,0
14,24082945,235464,570445,6811460,111,791,71,0.12,4,2976505,0
6,45039927,440130,414882,7590650,109,646,87,0.48,3,4218374,0
18,35721164,321094,13253,14873188,58,527,60,0.4,13,827598,0
14,34215109,119868,581265,3577049,199,509,75,0.6,4,3627448,0
1,33990327,777285,138529,2626062,242,811,62,0.65,9,2323049,0
4,34271916,396469,495975,3450213,107,699,73,0.6,11,983978,0
8,27034116,180192,209662,7916309,157,880,87,0.91,1,3920000,0
14,4337323,543917,139412,13461999,35,584,71,0.43,9,3864418,0
13,5035207,497094,233149,9062759,31,683,100,0.84,10,4441791,0
12,33832372,132557,285258,2088792,282,692,91,0.82,5,3422926,0
11,12263267,747482,164660,5217080,162,545,82,0.95,15,3990665,0
19,31586961,368831,116172,751189,194,550,51,0.7,14,4198490,0
6,33459270,94293,258153,1807859,89,720,95,0.5,12,2212829,1
7,40449019,361493,490973,7218721,98,587,80,0.96,7,422996,0
8,31967923,714770,529286,4634425,171,654,99,0.46,5,3608235,0
20,48574750,770223,190871,10754684,53,577,72,0.45,6,1335198,0
15,4248217,386709,421655,6534277,286,788,88,0.68,4,4332049,0
4,12361865,795522,236991,11164966,276,796,78,0.2,7,419312,0
10,12162548,397851,319102,9897273,154,583,86,0.29,6,3899161,0
12,12897619,633960,316227,10482030,2,829,84,0.84,1,4165390,0
18,33148244,178967,183335,14423369,289,801,79,0.8,15,895817,0
4,39587953,408168,58837,11783415,214,685,85,0.18,12,4091376,0
4,45163616,141797,26308,993473,91,582,64,0.8,3,4679423,0
5,44020060,170426,431484,780857,256,643,100,0.95,1,4461732,0
20,18806221,85178,297064,8849811,183,532,78,0.66,14,1043112,0
2,44885977,767911,189682,4812157,216,898,63,0.94,7,759982,0
1,11515974,662678,81716,12126487,101,874,55,0.47,11,2088823,0
17,35375156,472106,108166,229667,211,708,79,0.67,3,1886617,0
7,32239324,142161,510047,9857765,15,623,51,0.81,3,602447,0
20,24322692,706805,469773,6056837,205,773,71,0.58,2,1197014,0
2,37854710,196068,507769,10678525,137,523,89,0.53,3,4769899,0
14,37895391,147229,66548,2292274,292,682,63,0.15,13,582261,0
19,32062493,310494,369414,4650276,183,517,74,1.0,8,4435638,0
2,27279313,229669,162868,14270319,57,841,77,0.74,8,3763288,0
1,30559409,372826,83044,2347609,214,551,90,0.18,1,302260,0
9,11055615,30588,438901,14110225,298,506,63,0.6,6,3861852,0
20,16671803,159238,309617,9503920,289,581,95,0.93,2,3365289,0
6,24433926,92894,340661,12171720,297,719,59,0.92,10,3796028,0
1,2158756,774563,541292,3893163,256,645,98,0.37,2,702197,0
4,40107030,429019,239324,13818826,96,508,67,0.4,3,1080086,0
4,8501191,374420,516966,523681,101,754,57,0.43,5,2607656,0
10,15435292,198520,503693,1763527,9,789,67,0.73,15,2704651,0
14,24643401,471874,164641,13723246,189,643,87,0.41,2,1759895,0
19,40973440,429747,176247,14122752,112,737,93,0.91,1,3832627,0
14,38332302,438578,243611,5698541,295,584,88,0.21,7,852233,0
17,24953116,725009,489314,9923900,86,594,99,0.94,10,466102,0
4,13545233,589986,403951,7814966,235,677,98,0.3,6,300110,0
19,35657339,795086,518742,12315878,191,644,80,0.66,5,1137662,0
5,20954864,576533,153145,13168948,19,607,61,0.7,11,3680230,0
13,6550858,132597,523779,1403388,174,569,67,0.21,14,4828583,0
16,25625862,260509,449062,693377,91,865,67,0.1,5,2021549,0
3,8833621,82782,117924,8513699,82,526,62,0.64,2,4449153,0
3,35785652,619526,211833,11068235,277,568,88,0.27,14,2143781,0
10,10763449,91252,56890,11533633,122,645,76,0.87,7,4878968,0
17,6474517,498964,434721,5505127,269,541,72,0.43,3,1571165,0
10,49319850,711486,211594,11248075,223,749,53,0.16,4,2866315,0
5,11912220,53124,93431,6496020,81,876,90,0.22,3,1297955,1
2,28824909,246761,304752,5456020,22,744,65,0.92,3,1443012,0
9,48324956,333960,536889,3322740,296,641,86,0.13,11,205271,0
18,6669017,669194,496805,14214817,242,575,86,0.12,3,2655830,0
10,48178117,572786,532243,14300574,90,635,84,0.66,12,3083372,0
18,22694448,568283,111787,12419505,57,808,84,0.48,13,4140856,1
11,34695142,374331,70198,1392356,1,588,53,0.92,4,1990616,0
14,25066567,591555,372044,2189888,108,702,84,0.41,5,2279662,1
7,14531455,672879,172291,7151334,42,801,75,0.48,15,2642187,0
16,2286845,547679,152880,3749547,75,538,96,0.3,6,382316,0
9,40090382,36494,54457,1305297,96,669,66,0.66,7,3277165,0
18,637893,360240,59595,9355998,206,628,100,0.21,11,3816247,0
15,6051310,447915,508481,5766182,243,736,64,0.51,13,1039860,0
7,7210489,478305,101848,3510715,98,758,67,0.31,1,3142396,0
9,37263798,65338,40851,10722984,97,601,52,0.6,7,4250606,0
2,23211689,717983,96517,1583212,279,728,95,0.97,11,3184690,0
1,28697893,642398,85910,551727,172,843,98,0.47,4,2525977,1
1,40260806,66948,11198,12503575,172,652,88,0.36,2,3137077,0
15,45584669,68368,382633,7299469,265,671,52,0.51,15,1705637,0
1,42226569,217513,145697,11374706,53,777,53,0.13,5,1937014,0
14,38302882,94028,106813,9053702,139,615,96,0.6,9,4382244,0
11,27123486,48632,216740,14468845,4,637,96,0.2,7,3039123,0
11,32447136,762631,208467,2600452,243,530,90,0.26,2,4926738,0
10,42005435,133197,542806,2048289,187,812,56,0.5,7,3292755,0
8,38391839,725037,192914,7731682,176,761,65,0.82,5,3068795,0
6,11084262,785178,524919,4108722,110,890,82,0.34,4,2793519,1
8,3060330,459605,210201,11571403,105,753,83,0.35,2,1977196,1
7,41509414,326072,215243,1493887,138,680,74,0.79,3,1129542,0
1,47878093,460276,80468,12079971,50,706,78,0.16,5,3978782,0
15,28041042,244224,389918,2963302,18,564,59,0.67,6,1000983,0
4,16405068,551387,29934,10277726,35,836,55,0.52,2,4855816,0
10,41217852,506256,104720,14400452,72,586,57,0.45,5,864400,0
8,3904568,376659,189674,14505347,149,658,54,0.76,3,4780270,0
20,25612922,399548,352506,2314008,183,799,79,0.1,14,1308657,0
16,40841259,46608,407118,11384995,146,821,63,0.17,12,1468476,0
15,40483660,532565,445859,10293388,69,892,80,0.19,10,655634,1
11,4125374,415056,145010,647002,89,898,92,0.81,1,2722885,0
2,3265535,130940,36360,14372746,45,658,88,0.76,9,3230809,0
2,16689045,274152,128753,5602148,53,634,73,0.4,14,3255054,0
2,21933439,202245,268048,4006660,166,669,57,0.59,2,3384867,0
15,556927,42948,43642,6307215,40,659,99,0.17,6,1549424,0
9,43646151,631160,68301,5556328,292,755,56,0.47,11,4089938,0
12,26350513,277473,314598,4679915,58,515,56,0.24,9,4721110,0
16,39541961,375885,201494,5325780,86,547,73,0.54,13,864153,0
3,37954670,146691,459463,1372841,128,861,91,0.4,8,1618154,1
5,49142781,637683,414143,14873973,128,561,77,0.68,12,3714737,0
19,38640964,369806,461490,13661277,41,519,52,0.21,4,2061892,0
2,40413887,227799,501533,5452480,33,516,76,0.7,13,3682822,0
20,42083491,276555,261671,11755305,276,707,59,0.79,12,2227891,0
9,15048119,715087,428133,9065345,117,719,91,0.42,14,2952798,1
20,15282577,434983,570026,12300417,162,641,97,0.74,11,1615938,0
4,20881554,422203,520148,2192962,265,880,75,0.35,8,4766989,0
12,27179455,97603,343410,11743149,284,673,60,0.46,8,442611,0
18,35424295,598934,292357,8707642,184,521,55,0.94,10,343591,0
4,8503394,701772,253585,4999273,262,724,74,0.49,1,2996719,0
6,25534503,181057,490245,9346906,233,620,66,0.22,11,3192415,0
11,47917483,556951,497793,13293737,56,587,67,0.67,9,3471303,0
7,31024975,65554,586166,11982054,62,697,72,0.68,12,4689017,0
3,16650679,24533,475378,6373791,194,528,89,0.56,15,567288,0
4,33876313,436646,375601,7741786,23,707,67,0.58,13,1559228,0
3,26754525,607758,418230,6871567,14,787,76,0.12,11,1008136,0
3,47527392,681345,41579,12729367,27,707,95,0.28,8,2314150,1
1,3001123,678526,132524,3588934,133,578,61,0.38,5,1398506,0
12,5208457,522148,143133,9386837,200,585,56,0.88,7,3971677,0
15,2554832,167881,240848,11176022,184,874,99,0.69,14,3465161,0
1,550922,428575,62973,11703581,296,851,98,0.89,9,955384,0
13,20029293,598606,247145,2044179,226,720,73,0.78,2,3151120,0
7,38237862,408642,417984,12077209,139,537,73,0.51,11,4198721,0
7,30882796,390169,48982,11391758,244,660,73,0.47,1,2403317,0
1,12425262,582602,374450,7368581,88,764,93,0.67,10,423749,0
19,41439016,79884,138705,3700447,234,846,86,0.32,12,1196131,1
7,40575049,268171,229433,3284111,179,796,63,0.22,15,1229651,0
20,29089318,67681,147628,10753507,146,690,83,0.72,12,3239882,0
17,14618842,526018,127598,12978542,15,541,59,0.68,5,1019679,0
14,18050616,644997,116260,543935,9,878,61,0.41,11,4532008,0
4,43072810,491946,298357,6632911,290,538,69,0.34,4,1174614,0
6,38416755,25651,446588,7549157,16,776,85,0.65,8,1442119,0
12,39119823,419096,235470,13548203,289,891,50,0.12,15,1616745,0
19,25844982,32785,411996,11459359,9,851,79,0.44,15,3069947,0
13,13827394,480362,113978,13334339,196,597,63,0.89,8,3161129,0
6,27533029,325696,81490,2777823,49,737,97,0.28,10,3188799,1
6,2228898,90304,91452,14128932,73,724,61,0.46,2,3259504,0
14,32041812,397778,542028,8307331,280,682,62,0.44,4,923577,0
16,44106200,288459,501048,4903448,134,670,93,0.9,11,3920730,0
16,25687806,483157,180759,10326311,295,526,64,0.96,3,2374127,0
20,22201934,277379,363262,12371543,66,795,91,0.16,12,922956,1
15,39113177,315210,503784,14695481,282,712,83,0.64,5,2562370,0
16,49469302,199358,403149,10510971,7,802,61,0.39,12,3732082,0
8,1470399,195577,19408,5324069,150,847,98,0.37,7,1165727,0
13,42628706,615181,487557,11437329,33,621,55,0.28,6,1663496,0
10,28360623,438337,419904,7106637,106,678,60,0.44,15,800200,0
10,17459316,282052,179210,7062845,12,898,59,0.13,5,2143981,0
13,2273670,407456,109067,1238779,64,848,83,0.64,10,2519258,0
6,28188018,268911,170755,13741268,37,505,87,0.69,12,4813483,0
11,34253789,297503,458152,8212596,285,666,60,0.25,3,1753160,0
6,12323701,163167,582077,3626097,270,872,73,0.18,11,4769382,0
15,40991581,482746,375605,12374688,234,632,63,0.2,15,2572804,0
11,39277473,346543,137323,2333424,235,700,95,0.17,14,739097,1
12,29725401,557167,576828,12323849,85,632,84,0.35,7,544340,0
17,38052729,550979,518597,8496273,19,789,65,0.77,10,1363961,0
14,47368098,162722,583046,8710247,225,854,72,0.43,7,3280567,0
8,32651615,422718,351430,7325342,51,873,72,0.23,6,1186246,0
12,3784802,437683,578741,4180182,58,582,62,0.66,15,3081554,0
12,15748103,126162,304759,6992192,115,734,100,0.32,7,3705676,1
13,10252573,105392,576489,11517713,160,604,66,0.42,1,4317145,0
3,19387664,459142,370674,5682471,88,562,78,0.63,13,2314363,0
12,9337196,443847,10764,12357095,208,795,84,0.33,2,482052,1
5,42827702,174363,561066,8837819,16,742,58,0.71,1,3040267,0
18,13469846,661658,335000,7869111,134,541,51,0.11,8,1759681,0
9,8761993,290876,433497,9273308,22,584,56,0.8,2,3678966,0
18,46233368,273149,550653,14657810,166,557,93,0.69,12,3243582,0
12,28311013,291019,288593,14410359,36,603,50,0.88,12,1694241,0
20,48371298,677767,481045,5423291,72,883,95,0.91,3,488280,0
17,12553088,751973,144260,1531846,116,546,89,0.45,5,3381464,0
6,3947168,101316,244792,1030225,129,535,64,0.58,13,573069,0
9,22790393,490962,42929,8871881,209,693,88,0.86,12,1174450,0
4,8003073,671953,246623,13907835,172,724,89,0.14,5,1896248,1
15,10185782,503039,176385,13634882,49,642,52,0.57,3,2560187,0
7,27391453,361987,292641,12909781,208,572,86,0.89,5,1714235,0
17,12857442,541346,254242,1061875,236,532,65,0.23,9,1579399,0
16,25012687,633272,116597,10246407,11,614,79,0.43,4,740276,0
7,10590687,670515,470000,4762903,213,598,97,0.61,10,2414744,0
17,674708,669715,489563,12922085,109,753,55,0.43,7,775970,0
3,7703261,555806,38751,10496093,223,502,83,0.47,1,4599458,0
14,26977062,266441,35758,9767791,275,796,92,0.7,10,3799634,0
1,43793620,328697,575618,9599945,276,868,80,0.34,2,1191237,1
20,32033986,699569,27630,14011808,46,867,68,0.93,2,3192620,0
10,34109361,464656,509075,12894165,182,757,93,0.84,5,376221,0
20,10969305,645131,197230,5595254,151,865,92,0.36,14,4723707,1
9,3951988,705922,405004,1721469,204,757,89,0.98,12,4535889,0
6,2702284,677401,196571,351346,288,779,69,0.93,15,1429332,0
16,10114459,218169,33164,13389867,39,896,97,0.49,5,899870,1
8,47891806,291774,188710,8598595,167,577,81,0.82,13,3307478,0
20,2869459,490141,576346,6037010,127,781,69,0.89,7,4434761,0
3,39051614,733970,245124,5981318,199,632,78,0.25,1,2107793,0
7,3197673,117577,109761,10768887,99,728,73,0.82,12,2607778,0
8,4912995,237358,228388,10527841,74,886,84,0.31,1,3661673,1
14,41906279,151845,27866,9132848,179,769,80,0.92,3,368494,0
19,33502318,501860,366967,10989072,206,879,68,0.68,10,2991344,0
4,16357860,749339,536867,2594846,125,837,86,0.38,12,4736646,1
19,39808783,367026,283313,2200171,242,737,81,0.79,8,2596991,0
12,32102531,478202,199426,12211952,217,657,55,0.65,2,2297424,0
15,18395112,148263,268547,12312857,35,820,69,0.61,8,3980343,0
17,15718089,159369,315354,1248285,232,729,76,0.41,12,3480144,0
5,49986320,758045,125548,2784376,64,867,76,0.51,11,3348879,0
17,31600109,61125,554126,7456746,248,793,99,0.66,6,1640550,0
12,45055350,89306,575387,11391513,176,616,83,0.82,9,1908221,0
4,19122341,20099,255684,6656101,56,667,77,0.72,4,2403310,0
10,11219467,494266,468343,9291343,154,827,96,0.8,10,1928159,0
12,41442289,309124,113676,8419147,75,595,92,0.54,3,3225433,0
8,42641194,687272,515453,13855239,293,534,76,0.74,10,2973203,0
2,22412008,628103,85432,550519,162,784,87,0.63,15,4134721,0
18,9375665,157602,178549,4901349,35,687,89,0.97,10,1879117,0
5,10821929,338506,230713,731533,283,893,50,0.26,8,659105,0
2,18111067,68024,523727,13393550,127,854,75,0.6,12,207293,0
16,24195179,724574,184676,2822005,122,589,66,0.12,7,1896987,0
3,49817308,258834,342422,9646575,51,557,67,0.75,1,4541291,0
16,25388020,372541,299865,10551303,171,722,97,0.21,10,2309414,1
17,25370709,778043,96248,14723911,183,698,76,0.33,4,1465457,0
1,32273289,778408,460914,5958918,204,629,90,0.85,13,2725958,0
19,27985705,694539,121147,13138782,228,645,80,0.74,6,1107266,0
17,44597146,177476,247069,4476532,50,604,81,0.33,14,374480,0
9,5429812,354006,74123,12569643,114,797,50,0.84,12,324148,0
12,11111099,747336,181041,7339411,15,896,98,0.93,2,4252200,0
3,9368545,246761,32498,8392284,47,890,84,0.24,5,1141239,1
7,40560504,642879,550851,4508429,198,674,88,0.34,15,1672766,0
5,30136688,594437,472033,14096194,253,508,97,0.74,5,1625987,0
14,30767506,42527,280507,4537631,137,600,97,0.73,11,1246893,0
18,11571083,402500,333953,6832861,112,587,55,0.51,7,911637,0
1,25318601,567680,596090,6168495,221,634,73,0.49,5,985425,0
1,9167709,192522,262495,11616441,284,546,95,0.31,11,4003733,0
3,16516034,653120,545101,1770103,13,700,96,0.47,11,1509492,1
17,10181438,626467,67625,4483230,132,781,96,0.7,8,2962821,0
13,11177083,107554,43106,14042642,259,521,100,0.5,14,1168233,0
7,24665144,706324,544999,10057065,284,819,96,0.47,4,3963723,1
17,5444784,742183,305125,9647730,117,693,72,0.53,14,3227292,0
17,11910264,249520,506259,2202368,273,696,98,0.24,12,1749031,0
8,31058529,575629,280109,12873687,286,845,58,0.63,8,2817821,0
16,22984458,42378,343642,5483211,218,591,79,0.75,8,3086301,0
2,37634114,25888,374322,3252644,297,600,93,0.92,15,4353258,0
9,35536079,700392,312289,3723089,186,582,83,0.59,5,2265193,0
16,24704449,694984,281923,5178392,25,677,55,0.16,2,961580,0
17,29779825,301855,40978,10444275,47,731,86,0.45,11,3868551,1
13,22038709,435845,247353,4907687,259,556,70,0.82,7,4833341,0
17,2397587,546162,15904,3261627,98,575,56,0.5,2,4770535,0
17,19212444,92651,397076,9814837,137,846,50,0.39,5,2632559,0
10,23851707,674823,354808,8345482,130,849,55,0.23,7,4180455,0
6,23511815,60935,342143,5101714,17,585,56,0.69,15,3419058,0
5,36095711,489553,313589,6751225,45,696,84,0.99,2,2534539,0
20,43520219,576894,243619,11209886,256,564,65,0.78,14,3459658,0
7,33207446,155532,89365,9441423,243,688,50,0.69,8,1664887,0
17,21014115,463950,32303,4468983,68,606,86,0.83,1,3352021,0
12,33729193,622333,365493,389738,69,701,51,0.72,11,1413071,0
8,4592832,468104,241927,8675296,40,718,71,0.85,1,4115206,0
1,32142589,243849,78156,13191991,216,524,53,0.77,4,3117363,0
2,37293773,408903,108269,3557317,170,776,57,0.78,2,4574400,0
13,31284723,124442,431126,4225783,32,584,90,0.34,10,4845997,0
7,5096133,596417,67527,2509779,114,664,87,0.91,14,149056,0
20,6959540,429643,502945,14828273,5,836,88,0.96,1,4621308,0
4,10084719,20557,11107,8342935,246,642,61,0.19,12,4198744,0
14,31072937,514011,389071,4988360,45,832,100,0.82,6,3554658,0
14,36215510,351528,315274,11773245,151,690,71,0.2,6,1812800,0
5,34162638,414629,71526,7483915,58,850,78,0.89,10,1812392,0
4,48706364,762563,123181,4282534,79,603,78,0.36,15,3662443,0
6,35189606,577780,501703,14446558,80,897,89,0.86,2,2566056,0
7,14855636,639551,35657,6757716,162,817,52,0.37,3,999526,0
8,29526486,38676,91695,5919994,25,826,84,0.47,6,107853,0
11,6963307,611150,308846,9064564,180,897,64,0.11,1,313823,0
11,46494108,400636,50819,1148337,60,555,74,0.71,8,4978900,0
18,49919702,291249,414067,13129071,235,640,58,0.43,6,1693565,0
5,32854448,295092,284355,5739820,221,695,77,0.8,14,3759019,0
11,1801623,394587,435228,8990875,41,722,66,0.12,5,458289,0
17,6992385,695231,222088,4283443,193,539,70,0.17,1,3618796,0
14,45061891,563012,310337,9594841,278,631,68,0.38,1,2092478,0
10,10244006,514494,327398,4231845,202,676,54,0.39,1,1944063,0
15,37738613,446864,35860,1270463,147,823,98,0.46,11,4402657,1
6,38075804,313828,263851,11060001,82,533,75,0.65,2,2581339,0
14,12544765,315198,134021,8329878,38,758,97,0.65,15,2250115,0
6,31430320,493262,335388,14488104,32,871,76,0.28,5,2263475,0
18,3732708,169670,562693,14547413,219,714,56,0.13,13,651328,0
13,7579394,420630,62936,1081989,70,703,77,0.58,12,3580838,0
14,36117114,145393,417280,4694352,281,900,96,0.94,3,3956825,0
5,40479115,193276,592209,12379415,17,717,81,0.41,11,1313003,1
14,14513699,382140,402041,6764780,256,709,64,0.86,4,3385795,0
3,35375590,431607,129069,1458848,52,895,84,0.82,4,3919030,0
20,9784359,722361,210454,2894453,97,628,83,0.85,12,965198,0
11,4427458,484583,118663,11354185,127,853,54,0.55,3,829728,0
3,32745576,676876,237858,4871312,89,536,87,0.63,11,581031,0
19,15245883,536222,79169,11251294,5,826,67,0.11,5,384572,0
14,14190224,589824,524147,6995261,22,621,67,0.8,2,3807262,0
9,39661072,57460,414313,10511670,25,799,91,0.82,10,1666794,0
20,43014477,309925,342199,4303380,155,526,89,0.79,8,1003204,0
19,3478255,411442,102528,7808672,60,873,97,0.29,7,4486427,1
8,41735234,465357,419217,3842247,73,763,76,0.56,9,337531,0
8,24461484,451585,593904,4251204,286,873,93,0.84,4,1665863,0
10,49902730,92914,167777,1585816,121,650,88,0.57,6,3984707,0
17,25976720,655110,15450,14595864,109,709,71,0.13,14,2328412,0
16,34484183,620488,173719,9028567,136,755,89,0.53,14,3880885,0
14,20190918,464847,517691,14840812,59,605,74,0.6,2,265224,0
7,46752997,385399,163579,11984875,200,738,82,0.84,13,3266490,0
18,33391058,689847,16186,2248443,99,511,55,0.76,11,350393,0
10,49329327,675320,231871,6482341,42,642,96,0.4,3,1389043,0
1,35491504,77377,96570,7033502,254,720,56,0.57,6,2037128,0
14,32186206,768593,121047,13310293,217,682,65,0.38,8,786965,0
17,43550567,490707,472016,1014863,154,842,62,0.7,14,418326,0
13,16764287,235968,250754,6380436,42,630,91,0.12,6,469941,0
16,25768797,136355,347700,2948808,171,589,67,0.77,6,75579,0
17,39287220,633503,561752,325184,157,524,86,0.21,8,2976111,0
1,2097126,514387,546228,4695564,198,699,95,0.95,13,402436,0
14,5255193,373303,78208,12034827,211,893,92,0.34,10,3410124,1
3,29551574,143301,558801,6455801,44,512,98,0.57,15,368038,0
14,42050835,732333,54621,7786064,202,591,83,0.58,3,1129072,0
2,29345944,271153,521982,9519657,249,864,99,0.41,9,3810110,1
20,21604476,208678,516524,10957823,57,591,52,0.3,6,3708400,0
11,30234652,733437,90275,6511822,208,734,60,0.4,4,3667219,0
20,27581798,505475,463678,6065203,280,684,87,0.95,8,4526701,0
1,11050993,394852,287548,13173788,200,556,59,0.83,10,2999688,0
12,23826357,154650,304349,6999324,28,582,65,0.62,3,2909584,0
1,5029703,460608,470196,4043963,63,865,70,0.93,8,1232914,0
20,23902323,108164,157858,10128560,187,713,56,0.39,5,4206671,0
10,14550994,265870,502235,14424266,216,863,85,0.94,1,313281,0
4,37590873,63603,39882,14915047,296,662,52,0.21,8,96457,0
4,20618507,360237,554416,7151713,47,545,65,0.73,4,3915640,0
17,10963477,777664,383390,3223101,217,779,71,0.49,13,4511445,0
20,33965574,591390,563018,189611,198,684,54,0.89,7,3815494,0
16,21620760,731125,50312,2362701,294,500,69,0.88,5,2692553,0
11,1855679,227011,196347,9413904,6,527,77,0.55,4,55593,0
18,24080541,248024,539046,4805002,271,535,65,0.17,1,4670776,0
1,23798083,688825,362493,3071309,140,551,74,0.13,13,468354,0
15,9531987,546295,574982,12002225,38,768,59,0.94,4,3356800,0
6,31165574,208273,540542,1889091,88,555,62,0.69,11,4801656,0
13,2243911,559054,247507,5679671,198,822,58,0.17,9,4107563,0
9,6449142,761799,22208,2682222,288,842,75,0.48,7,4918628,0
5,39047079,307642,203237,1740155,136,602,75,0.16,11,722381,0
5,36837471,731258,189200,7392560,53,633,83,0.23,11,1046886,0
11,43275761,514874,331774,6871590,259,580,97,0.19,7,1558436,0
10,26497751,206414,158084,7517256,112,543,80,0.77,8,1681007,0
12,46901243,396610,577172,3378153,238,765,50,0.4,13,476243,0
15,2980242,753905,227172,1385112,145,670,52,0.84,9,598201,0
14,47676011,723928,274334,6391147,168,844,96,0.12,4,3347928,1
4,36711109,199544,96894,1787544,202,761,75,0.95,6,1270045,0
8,20554973,713911,193396,13048794,258,883,52,0.34,8,4629628,0
8,4549068,610024,505667,13152325,244,737,74,0.49,4,315302,0
9,16619699,296593,351221,4259865,132,832,64,0.28,5,3908265,0
15,32198927,695936,457131,4157345,19,530,78,0.21,3,4016621,0
15,42527777,520586,223593,12194723,38,842,50,0.31,9,3761706,0
9,27991379,320468,84971,13488372,84,893,96,0.24,3,1767568,1
18,29478727,266812,567747,944629,261,603,55,0.67,6,2520191,0
20,28989877,176497,597382,14799614,159,721,59,0.6,12,2675201,0
10,3039716,377515,576018,9690111,45,558,59,0.86,8,787689,0
12,30211709,331642,304057,6552087,71,565,54,0.85,4,3404748,0
11,26662372,33703,308147,816255,284,874,54,0.78,9,2392932,0
16,4467407,512507,530561,12886974,26,608,92,0.95,12,3927560,0
1,9199948,577616,237064,11301081,211,537,53,0.41,5,2640935,0
5,31110016,320650,100304,6820690,89,791,95,0.25,1,1729053,1
6,32959861,544949,235781,12818956,290,535,67,0.25,1,602604,0
10,42559015,425017,71114,5361610,103,551,76,0.18,5,363880,0
3,12899855,552811,484074,1404764,119,861,67,0.14,4,4316624,0
8,45043677,733837,473675,4481705,17,827,60,0.94,5,4527482,0
12,31656000,539602,425889,11769836,60,545,51,0.55,9,2965528,0
2,41037003,741328,159468,2815304,196,803,71,0.45,15,2270698,0
7,29048866,375653,444830,13348530,37,819,98,0.82,2,3020952,0
14,47370291,623703,95468,6117212,235,848,62,0.26,6,2860171,0
4,30447426,429270,515517,1609097,231,708,86,0.61,1,2541680,0
6,45834444,552808,129838,9422341,296,888,100,0.28,5,1685979,1
18,47036765,357657,332849,10852077,264,694,76,0.93,4,1530683,0
15,30771377,362767,596507,11161312,200,753,89,0.47,13,498753,1
4,16301542,215004,453255,12826358,181,584,96,0.42,11,3259337,0
6,41359593,44322,486214,3772648,155,589,60,0.97,11,2369574,0
6,45927374,434260,255938,7079791,200,573,52,0.13,14,3663758,0
1,19086223,711077,226528,10820898,265,865,59,0.79,3,1011733,0
9,27440366,98094,48626,7447785,126,542,66,0.45,13,3912273,0
1,28391975,584114,576564,2910401,110,588,50,0.88,1,1497614,0
19,25773916,130297,82926,4963102,181,574,93,0.25,13,4856630,0
10,659843,243677,214931,9477842,1,642,84,0.67,4,2945857,0
14,7998484,718203,562713,9438987,52,841,97,0.38,3,2508372,1
13,20523925,231384,494821,10746382,271,647,54,0.93,6,2387545,0
7,14436586,69712,461771,5174366,190,663,78,0.44,15,2736442,0
12,36217653,271183,78969,6267205,123,578,80,0.44,1,4976989,0
14,21987601,547820,37395,11496551,284,755,69,0.12,11,2293781,0
17,48952542,374805,516800,5654633,146,876,63,0.79,6,4666739,0
7,46314205,550720,95640,5939730,156,531,76,0.94,12,1897061,0
4,5544898,561582,529548,11929371,137,522,55,0.16,3,4826719,0
1,46332907,47397,423488,2592971,150,767,55,0.72,11,317829,0
1,20889559,510945,93073,9373795,14,788,54,0.47,1,552067,0
2,13198734,20198,32746,6118222,281,709,74,0.56,9,3532552,0
11,44763236,228659,75017,3499577,230,816,59,0.79,2,517371,0
10,11438013,453060,186743,9185598,225,752,57,0.37,10,3402296,0
17,32123425,92876,547812,13951677,188,694,74,0.36,8,3300024,0
12,34802757,551620,117324,8576093,71,723,75,0.14,14,2558078,0
11,16229159,66015,149556,7307246,64,886,88,0.82,12,3599248,0
12,11172311,220594,434885,11804675,13,548,63,0.21,5,2862872,0
5,23111940,80434,195829,13270134,189,744,66,0.31,8,980701,0
15,5648004,555920,435513,11935568,270,695,91,0.69,14,3463133,0
18,1799214,316480,163899,14337204,261,839,68,0.86,8,793010,0
11,4592602,235999,118579,2098481,144,671,59,0.14,10,2793334,0
15,46293208,659563,123700,6899189,268,586,87,0.16,2,307390,0
15,29082384,92336,125589,7195954,36,639,75,0.66,3,779156,0
8,47261850,396935,507869,4862661,199,844,82,0.36,8,153299,1
20,28041700,452015,308068,7646347,10,828,90,0.35,14,3586922,1
6,40283312,145407,402086,9884975,62,670,97,0.96,6,2599570,0
12,39783100,699865,114749,316565,122,615,100,1.0,6,4744372,0
13,26688978,406717,559637,8375106,86,804,54,0.8,6,4031165,0
